Feature ID	Taxon	Confidence
#q2:types	categorical	categorical
0000ef772554538d0745b42a6b97379f	D_0__Bacteria;D_1__Firmicutes;D_2__Erysipelotrichia;D_3__Erysipelotrichales;D_4__Erysipelotrichaceae;D_5__Turicibacter;Ambiguous_taxa	0.875627105007949
0004a0c80a0ea3e99507948f146452cf	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Clostridiales vadinBB60 group;D_5__uncultured bacterium;D_6__uncultured bacterium	0.78236679423516
000a7927dd763a6ea3b1d5c8f2696de7	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__Lachnospiraceae NK4A136 group;D_6__uncultured bacterium	0.773359893540937
000fd86eaeb4ad5effa482a61e1bddae	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__Roseburia	0.958339872769174
001aaaaf0ed4d8e82ae636fafb178853	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__Agathobacter;D_6__Eubacterium ramulus	0.944126180615755
001c0fd8c63572b6779cb27b106bc533	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__uncultured;Ambiguous_taxa	0.968799772899855
002403ef24b5d542fabe24bdeaf8dc32	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__Blautia;D_6__metagenome	0.704871437226105
00244cd4c8386fd9e6991d292a30d747	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__Ruminococcaceae NK4A214 group;D_6__gut metagenome	0.808796832177035
00248659a289e32c167209b86becf789	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__Fusicatenibacter;D_6__uncultured bacterium	0.81663728004789
0025ede7612bd699ed54d62a752167d0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__Blautia;D_6__metagenome	0.756707488300892
00264105bc154b705616fee9f60f7bbf	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__Ruminococcaceae UCG-014;Ambiguous_taxa	0.835407278459825
00306fe878c019922dd73617318b967c	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__Oscillospira	0.991761141674215
0033f49144f70fc6b55830c977403585	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__Fournierella;Ambiguous_taxa	0.971873916435363
00370c5da392521520a657ee359015dc	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__Ruminiclostridium 5;Ambiguous_taxa	0.982854657553021
003718f869705b6b764732dea86e5e2c	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae	0.954630779141752
003962cd0df40ca0a364d13cd91d2668	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Enterobacteriales;D_4__Enterobacteriaceae;D_5__Pantoea	0.997942547578318
0040e82de947fd2ded9820119d34cc27	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Hymenobacteraceae;D_5__Hymenobacter;Ambiguous_taxa	0.995657451385927
0041fa206861a6100173092f0e49fffb	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__Ruminiclostridium 9;Ambiguous_taxa	0.945188373018481
00428dae86aa2d07ac3ac341ee23e33b	D_0__Bacteria;D_1__Patescibacteria;D_2__Parcubacteria;D_3__Candidatus Kaiserbacteria;D_4__groundwater metagenome;D_5__groundwater metagenome;D_6__groundwater metagenome	0.994136865277675
0045948aa2d566b4ff332123854afd49	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Streptococcaceae;D_5__Streptococcus;D_6__Streptococcus sp. oral clone ASCE05	0.90784085252902
0045eeef23fea8a43b6b208787ff4e31	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Marinifilaceae;D_5__Odoribacter;D_6__gut metagenome	0.999999917854371
00481e1d1767bcb50861c80d92219c81	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__Lachnospira;Ambiguous_taxa	0.933363668896708
0048ae61b23ba338418f172e1692999c	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__Lachnospiraceae UCG-004;Ambiguous_taxa	0.998349461547213
004b0b6b908ee5a819f840e134ccd4b8	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Methylophilaceae;D_5__uncultured;Ambiguous_taxa	0.915927573567797
004c34ed98d370b5fe7aa3b3638d990f	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales;D_4__Alteromonadaceae	0.999999994698177
004d53c12b55a2b232e6b70196deecc8	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__PeM15;Ambiguous_taxa;Ambiguous_taxa;Ambiguous_taxa	0.979367924544132
0051faba49804339540ba171b91dc6d5	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__Ruminiclostridium 5;D_6__Carnobacterium sp. N15.MGS-251	0.967908587500233
00540382ba7e138817176290e9be65ac	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__Ruminococcaceae NK4A214 group;D_6__uncultured bacterium	0.819329321558993
00556361f31abd08b023a65c379f4489	D_0__Bacteria;D_1__Actinobacteria;D_2__Coriobacteriia;D_3__Coriobacteriales;D_4__Atopobiaceae;D_5__Olsenella;Ambiguous_taxa	0.994195057235198
005a52d2e4a6fc05f547b50c046a32df	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Clostridiaceae 1;D_5__Clostridium sensu stricto 3	0.999998320529862
005bf6807b859b83d6c8ad52f67721e0	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__Faecalibacterium	0.999998555741613
0060e397eddc3f3beb59f4a92c2aa1a7	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Clostridiales vadinBB60 group	0.991939250226672
0063fdac77355499b4847b40872231fb	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae	0.999869439705779
0064b7425ecab5a4e86d081e50827c0c	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae	0.999999522743043
006682e6d702676cc016671cc24ead82	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__Oscillibacter;Ambiguous_taxa	0.99974206423275
0067e34396978e6c8ca38e9a6c535942	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__Butyricicoccus	0.999999865473371
006a5114d83c59192a4cc9048626cc3c	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__[Ruminococcus] torques group;Ambiguous_taxa	0.979861144252753
006abb3a14c11bc036daf9df8471695f	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae	0.999339023336663
006e72e48fa14b5abef05cce96d80fdc	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__GCA-900066575;D_6__uncultured bacterium	0.78992396188652
0071d6e53ed5548407482c9550932f56	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__Lachnospiraceae FCS020 group	0.998600635156353
0072b1dec7ff60af9916b32ca9530b6a	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__[Eubacterium] hallii group	0.95116988173756
007a9e7f6b517055fde59c5a7fa7b4de	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__Eisenbergiella	0.974792197665115
007edd535b969ea5abceafced537cc52	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae	0.99997615144238
008249501790b88fad4949e5869cd244	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__Subdoligranulum;D_6__uncultured bacterium	0.851240192831347
00841788b793dce50b0499d2670fe4bf	D_0__Bacteria;D_1__Firmicutes;D_2__Negativicutes;D_3__Selenomonadales;D_4__Acidaminococcaceae;D_5__Phascolarctobacterium;D_6__gut metagenome	0.999552407802966
0089489579a8b9123559d6e6c72b57b3	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__Faecalibacterium	0.999997157841585
008a16e00741606f7e3df76395cb1b4e	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Carnobacteriaceae;D_5__Atopostipes;D_6__uncultured bacterium	0.999863218825135
008c58604d8253dfb7edb77b7743e0e7	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Enterobacteriales;D_4__Enterobacteriaceae;D_5__Escherichia-Shigella	0.867897414681154
008c998739ad2079922180f25b6180ea	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Muribaculaceae;D_5__uncultured bacterium;D_6__uncultured bacterium	0.99749058806854
008ceaa17bdd3560e6d7c0d476401687	D_0__Bacteria;D_1__Firmicutes;D_2__Negativicutes;D_3__Selenomonadales;D_4__Acidaminococcaceae;D_5__Succiniclasticum;D_6__uncultured bacterium	0.880193086296428
008e26db094814fc3a56e10a622a52d8	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Corynebacteriales;D_4__Corynebacteriaceae;D_5__Corynebacterium 1;D_6__Corynebacterium minutissimum NBRC 15361	0.945907245203295
0094b0e956f24723894b9b4929dc981c	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Clostridiales vadinBB60 group;D_5__gut metagenome;D_6__gut metagenome	0.998562808145329
0095f2e0084fe23ca1d87bf9030ab03d	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales;D_4__Shewanellaceae;D_5__Shewanella	0.999939017100537
009df7015f0626ffc7c51ea9912b3b00	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__Tyzzerella;D_6__uncultured bacterium	0.947221925658774
009e0083b5a2bf81a1d494142baf6d9c	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__Lachnospiraceae NK4A136 group	0.711192140505808
